,FECHA HECHO,CANTIDAD
697,2011-11-29,13.0
698,2011-11-30,10.0
699,2011-12-01,13.0
700,2011-12-02,8.0
701,2011-12-03,7.0
702,2011-12-04,26.0
703,2011-12-05,18.0
704,2011-12-06,11.0
705,2011-12-07,13.0
706,2011-12-08,9.0
707,2011-12-09,9.0
708,2011-12-10,8.0
709,2011-12-11,14.0
710,2011-12-12,19.0
711,2011-12-13,12.0
712,2011-12-14,11.0
713,2011-12-15,20.0
714,2011-12-16,8.0
715,2011-12-17,10.0
716,2011-12-18,17.0
717,2011-12-19,19.0
718,2011-12-20,10.0
719,2011-12-21,8.0
720,2011-12-22,9.0
721,2011-12-23,10.0
722,2011-12-24,9.0
723,2011-12-25,27.0
724,2011-12-26,10.0
725,2011-12-27,11.0
726,2011-12-28,11.0
727,2011-12-29,2.0
728,2011-12-30,5.0
729,2011-12-31,8.0
730,2012-01-01,200.0
731,2012-01-02,46.0
732,2012-01-03,27.0
733,2012-01-04,29.0
734,2012-01-05,33.0
735,2012-01-06,36.0
736,2012-01-07,27.0
737,2012-01-08,32.0
738,2012-01-09,20.0
739,2012-01-10,38.0
740,2012-01-11,30.0
741,2012-01-12,25.0
742,2012-01-13,36.0
743,2012-01-14,31.0
744,2012-01-15,55.0
745,2012-01-16,37.0
746,2012-01-17,33.0
747,2012-01-18,28.0
748,2012-01-19,38.0
749,2012-01-20,57.0
750,2012-01-21,29.0
751,2012-01-22,33.0
752,2012-01-23,25.0
753,2012-01-24,20.0
754,2012-01-25,35.0
755,2012-01-26,31.0
756,2012-01-27,38.0
757,2012-01-28,32.0
758,2012-01-29,38.0
759,2012-01-30,29.0
760,2012-01-31,25.0
761,2012-02-01,76.0
762,2012-02-02,44.0
763,2012-02-03,30.0
764,2012-02-04,26.0
765,2012-02-05,44.0
766,2012-02-06,32.0
767,2012-02-07,25.0
768,2012-02-08,27.0
769,2012-02-09,28.0
770,2012-02-10,48.0
771,2012-02-11,31.0
772,2012-02-12,36.0
773,2012-02-13,42.0
774,2012-02-14,30.0
775,2012-02-15,67.0
776,2012-02-16,36.0
777,2012-02-17,31.0
778,2012-02-18,31.0
779,2012-02-19,32.0
780,2012-02-20,31.0
781,2012-02-21,29.0
782,2012-02-22,36.0
783,2012-02-23,27.0
784,2012-02-24,33.0
785,2012-02-25,33.0
786,2012-02-26,33.0
787,2012-02-27,32.0
788,2012-02-28,27.0
789,2012-02-29,38.0
790,2012-03-01,85.0
791,2012-03-02,38.0
792,2012-03-03,35.0
793,2012-03-04,36.0
794,2012-03-05,37.0
795,2012-03-06,27.0
796,2012-03-07,35.0
797,2012-03-08,40.0
798,2012-03-09,31.0
799,2012-03-10,34.0
800,2012-03-11,39.0
801,2012-03-12,30.0
802,2012-03-13,38.0
803,2012-03-14,29.0
804,2012-03-15,42.0
805,2012-03-16,31.0
806,2012-03-17,28.0
807,2012-03-18,29.0
808,2012-03-19,25.0
809,2012-03-20,34.0
810,2012-03-21,27.0
811,2012-03-22,28.0
812,2012-03-23,38.0
813,2012-03-24,26.0
814,2012-03-25,28.0
815,2012-03-26,42.0
816,2012-03-27,22.0
817,2012-03-28,39.0
818,2012-03-29,22.0
819,2012-03-30,36.0
820,2012-03-31,27.0
821,2012-04-01,74.0
822,2012-04-02,41.0
823,2012-04-03,30.0
824,2012-04-04,30.0
825,2012-04-05,27.0
826,2012-04-06,22.0
827,2012-04-07,20.0
828,2012-04-08,16.0
829,2012-04-09,35.0
830,2012-04-10,39.0
831,2012-04-11,26.0
832,2012-04-12,27.0
833,2012-04-13,27.0
834,2012-04-14,36.0
835,2012-04-15,34.0
836,2012-04-16,28.0
837,2012-04-17,29.0
838,2012-04-18,32.0
839,2012-04-19,26.0
840,2012-04-20,33.0
841,2012-04-21,23.0
842,2012-04-22,43.0
843,2012-04-23,36.0
844,2012-04-24,31.0
845,2012-04-25,35.0
846,2012-04-26,29.0
847,2012-04-27,33.0
848,2012-04-28,29.0
849,2012-04-29,30.0
850,2012-04-30,39.0
851,2012-05-01,70.0
852,2012-05-02,36.0
853,2012-05-03,34.0
854,2012-05-04,33.0
855,2012-05-05,41.0
856,2012-05-06,35.0
857,2012-05-07,47.0
858,2012-05-08,33.0
859,2012-05-09,39.0
860,2012-05-10,41.0
861,2012-05-11,21.0
862,2012-05-12,38.0
863,2012-05-13,37.0
864,2012-05-14,38.0
865,2012-05-15,44.0
866,2012-05-16,31.0
867,2012-05-17,27.0
868,2012-05-18,39.0
869,2012-05-19,20.0
870,2012-05-20,32.0
871,2012-05-21,27.0
872,2012-05-22,33.0
873,2012-05-23,31.0
874,2012-05-24,33.0
875,2012-05-25,28.0
876,2012-05-26,42.0
877,2012-05-27,34.0
878,2012-05-28,30.0
879,2012-05-29,26.0
880,2012-05-30,25.0
881,2012-05-31,30.0
882,2012-06-01,78.0
883,2012-06-02,36.0
884,2012-06-03,37.0
885,2012-06-04,34.0
886,2012-06-05,32.0
887,2012-06-06,37.0
888,2012-06-07,31.0
889,2012-06-08,39.0
890,2012-06-09,39.0
891,2012-06-10,31.0
892,2012-06-11,30.0
893,2012-06-12,50.0
894,2012-06-13,39.0
895,2012-06-14,46.0
896,2012-06-15,49.0
897,2012-06-16,37.0
898,2012-06-17,41.0
899,2012-06-18,28.0
900,2012-06-19,24.0
901,2012-06-20,41.0
902,2012-06-21,36.0
903,2012-06-22,23.0
904,2012-06-23,31.0
905,2012-06-24,36.0
906,2012-06-25,24.0
907,2012-06-26,21.0
908,2012-06-27,25.0
909,2012-06-28,27.0
910,2012-06-29,25.0
911,2012-06-30,18.0
912,2012-07-01,53.0
913,2012-07-02,26.0
914,2012-07-03,27.0
915,2012-07-04,24.0
916,2012-07-05,27.0
917,2012-07-06,30.0
918,2012-07-07,33.0
919,2012-07-08,24.0
920,2012-07-09,36.0
921,2012-07-10,27.0
922,2012-07-11,25.0
923,2012-07-12,40.0
924,2012-07-13,28.0
925,2012-07-14,30.0
926,2012-07-15,36.0
927,2012-07-16,33.0
928,2012-07-17,30.0
929,2012-07-18,40.0
930,2012-07-19,20.0
931,2012-07-20,25.0
932,2012-07-21,30.0
933,2012-07-22,35.0
934,2012-07-23,41.0
935,2012-07-24,33.0
936,2012-07-25,22.0
937,2012-07-26,33.0
938,2012-07-27,27.0
939,2012-07-28,19.0
940,2012-07-29,30.0
941,2012-07-30,29.0
942,2012-07-31,24.0
943,2012-08-01,63.0
944,2012-08-02,32.0
945,2012-08-03,38.0
946,2012-08-04,18.0
947,2012-08-05,38.0
948,2012-08-06,36.0
949,2012-08-07,33.0
950,2012-08-08,41.0
951,2012-08-09,27.0
952,2012-08-10,35.0
953,2012-08-11,18.0
954,2012-08-12,39.0
955,2012-08-13,37.0
956,2012-08-14,31.0
957,2012-08-15,41.0
958,2012-08-16,31.0
959,2012-08-17,43.0
960,2012-08-18,27.0
961,2012-08-19,35.0
962,2012-08-20,36.0
963,2012-08-21,41.0
964,2012-08-22,31.0
965,2012-08-23,28.0
966,2012-08-24,38.0
967,2012-08-25,25.0
968,2012-08-26,29.0
969,2012-08-27,34.0
970,2012-08-28,24.0
971,2012-08-29,30.0
972,2012-08-30,32.0
973,2012-08-31,24.0
974,2012-09-01,45.0
975,2012-09-02,39.0
976,2012-09-03,28.0
977,2012-09-04,33.0
978,2012-09-05,34.0
979,2012-09-06,25.0
980,2012-09-07,37.0
981,2012-09-08,33.0
982,2012-09-09,48.0
983,2012-09-10,35.0
984,2012-09-11,34.0
985,2012-09-12,29.0
986,2012-09-13,38.0
987,2012-09-14,26.0
988,2012-09-15,32.0
989,2012-09-16,42.0
990,2012-09-17,40.0
991,2012-09-18,31.0
992,2012-09-19,24.0
993,2012-09-20,28.0
994,2012-09-21,25.0
995,2012-09-22,28.0
996,2012-09-23,31.0
997,2012-09-24,45.0
998,2012-09-25,19.0
999,2012-09-26,14.0
1000,2012-09-27,23.0
1001,2012-09-28,25.0
1002,2012-09-29,30.0
1003,2012-09-30,37.0
1004,2012-10-01,56.0
1005,2012-10-02,24.0
1006,2012-10-03,36.0
1007,2012-10-04,22.0
1008,2012-10-05,33.0
1009,2012-10-06,32.0
1010,2012-10-07,29.0
1011,2012-10-08,39.0
1012,2012-10-09,23.0
1013,2012-10-10,29.0
1014,2012-10-11,21.0
1015,2012-10-12,22.0
1016,2012-10-13,25.0
1017,2012-10-14,34.0
1018,2012-10-15,30.0
1019,2012-10-16,30.0
1020,2012-10-17,30.0
1021,2012-10-18,24.0
1022,2012-10-19,21.0
1023,2012-10-20,31.0
1024,2012-10-21,36.0
1025,2012-10-22,28.0
1026,2012-10-23,20.0
1027,2012-10-24,21.0
1028,2012-10-25,22.0
1029,2012-10-26,32.0
1030,2012-10-27,23.0
1031,2012-10-28,31.0
1032,2012-10-29,26.0
1033,2012-10-30,23.0
1034,2012-10-31,22.0
1035,2012-11-01,45.0
1036,2012-11-02,26.0
1037,2012-11-03,36.0
1038,2012-11-04,31.0
1039,2012-11-05,26.0
1040,2012-11-06,14.0
1041,2012-11-07,27.0
1042,2012-11-08,17.0
1043,2012-11-09,22.0
1044,2012-11-10,30.0
1045,2012-11-11,29.0
1046,2012-11-12,27.0
1047,2012-11-13,32.0
1048,2012-11-14,21.0
1049,2012-11-15,26.0
1050,2012-11-16,14.0
1051,2012-11-17,19.0
1052,2012-11-18,16.0
1053,2012-11-19,15.0
1054,2012-11-20,32.0
1055,2012-11-21,24.0
1056,2012-11-22,24.0
1057,2012-11-23,22.0
1058,2012-11-24,22.0
1059,2012-11-25,22.0
1060,2012-11-26,19.0
1061,2012-11-27,21.0
1062,2012-11-28,19.0
1063,2012-11-29,18.0
1064,2012-11-30,14.0
1065,2012-12-01,37.0
1066,2012-12-02,29.0
1067,2012-12-03,25.0
1068,2012-12-04,23.0
1069,2012-12-05,12.0
1070,2012-12-06,17.0
1071,2012-12-07,22.0
1072,2012-12-08,34.0
1073,2012-12-09,26.0
1074,2012-12-10,20.0
1075,2012-12-11,26.0
1076,2012-12-12,13.0
1077,2012-12-13,12.0
1078,2012-12-14,17.0
1079,2012-12-15,24.0
1080,2012-12-16,22.0
1081,2012-12-17,16.0
1082,2012-12-18,20.0
1083,2012-12-19,18.0
1084,2012-12-20,15.0
1085,2012-12-21,10.0
1086,2012-12-22,12.0
1087,2012-12-23,18.0
1088,2012-12-24,12.0
1089,2012-12-25,39.0
1090,2012-12-26,13.0
1091,2012-12-27,14.0
1092,2012-12-28,12.0
1093,2012-12-29,11.0
1094,2012-12-30,18.0
1095,2012-12-31,14.0
1096,2013-01-01,194.0
1097,2013-01-02,50.0
1098,2013-01-03,43.0
1099,2013-01-04,41.0
1100,2013-01-05,39.0
1101,2013-01-06,38.0
1102,2013-01-07,27.0
1103,2013-01-08,62.0
1104,2013-01-09,34.0
1105,2013-01-10,47.0
1106,2013-01-11,27.0
1107,2013-01-12,33.0
1108,2013-01-13,44.0
1109,2013-01-14,34.0
1110,2013-01-15,55.0
1111,2013-01-16,39.0
1112,2013-01-17,33.0
1113,2013-01-18,44.0
1114,2013-01-19,37.0
1115,2013-01-20,42.0
1116,2013-01-21,27.0
1117,2013-01-22,46.0
1118,2013-01-23,45.0
1119,2013-01-24,28.0
1120,2013-01-25,38.0
1121,2013-01-26,40.0
1122,2013-01-27,37.0
1123,2013-01-28,42.0
1124,2013-01-29,29.0
1125,2013-01-30,38.0
1126,2013-01-31,26.0
1127,2013-02-01,107.0
1128,2013-02-02,40.0
1129,2013-02-03,43.0
1130,2013-02-04,51.0
1131,2013-02-05,38.0
1132,2013-02-06,44.0
1133,2013-02-07,32.0
1134,2013-02-08,40.0
1135,2013-02-09,26.0
1136,2013-02-10,32.0
1137,2013-02-11,40.0
1138,2013-02-12,42.0
1139,2013-02-13,37.0
1140,2013-02-14,44.0
1141,2013-02-15,34.0
1142,2013-02-16,32.0
1143,2013-02-17,41.0
1144,2013-02-18,34.0
1145,2013-02-19,35.0
1146,2013-02-20,35.0
1147,2013-02-21,37.0
1148,2013-02-22,36.0
1149,2013-02-23,36.0
1150,2013-02-24,45.0
1151,2013-02-25,46.0
1152,2013-02-26,47.0
1153,2013-02-27,31.0
1154,2013-02-28,47.0
1155,2013-03-01,70.0
1156,2013-03-02,45.0
1157,2013-03-03,44.0
1158,2013-03-04,37.0
1159,2013-03-05,32.0
1160,2013-03-06,34.0
1161,2013-03-07,41.0
1162,2013-03-08,46.0
1163,2013-03-09,33.0
1164,2013-03-10,29.0
1165,2013-03-11,49.0
1166,2013-03-12,38.0
1167,2013-03-13,41.0
1168,2013-03-14,23.0
1169,2013-03-15,36.0
1170,2013-03-16,38.0
1171,2013-03-17,37.0
1172,2013-03-18,43.0
1173,2013-03-19,25.0
1174,2013-03-20,37.0
1175,2013-03-21,30.0
1176,2013-03-22,49.0
1177,2013-03-23,27.0
1178,2013-03-24,24.0
1179,2013-03-25,24.0
1180,2013-03-26,26.0
1181,2013-03-27,25.0
1182,2013-03-28,35.0
1183,2013-03-29,34.0
1184,2013-03-30,28.0
1185,2013-03-31,26.0
1186,2013-04-01,84.0
1187,2013-04-02,29.0
1188,2013-04-03,44.0
1189,2013-04-04,32.0
1190,2013-04-05,22.0
1191,2013-04-06,23.0
1192,2013-04-07,33.0
1193,2013-04-08,39.0
1194,2013-04-09,34.0
1195,2013-04-10,61.0
1196,2013-04-11,33.0
1197,2013-04-12,57.0
1198,2013-04-13,37.0
1199,2013-04-14,50.0
1200,2013-04-15,49.0
1201,2013-04-16,44.0
1202,2013-04-17,49.0
1203,2013-04-18,30.0
1204,2013-04-19,34.0
1205,2013-04-20,31.0
1206,2013-04-21,42.0
1207,2013-04-22,44.0
1208,2013-04-23,30.0
1209,2013-04-24,31.0
1210,2013-04-25,33.0
1211,2013-04-26,31.0
1212,2013-04-27,29.0
1213,2013-04-28,35.0
1214,2013-04-29,29.0
1215,2013-04-30,28.0
1216,2013-05-01,64.0
1217,2013-05-02,51.0
1218,2013-05-03,46.0
1219,2013-05-04,43.0
1220,2013-05-05,44.0
1221,2013-05-06,38.0
1222,2013-05-07,43.0
1223,2013-05-08,39.0
1224,2013-05-09,42.0
1225,2013-05-10,38.0
1226,2013-05-11,42.0
1227,2013-05-12,42.0
1228,2013-05-13,44.0
1229,2013-05-14,26.0
1230,2013-05-15,67.0
1231,2013-05-16,43.0
1232,2013-05-17,27.0
1233,2013-05-18,32.0
1234,2013-05-19,40.0
1235,2013-05-20,40.0
1236,2013-05-21,34.0
1237,2013-05-22,30.0
1238,2013-05-23,34.0
1239,2013-05-24,34.0
1240,2013-05-25,37.0
1241,2013-05-26,33.0
1242,2013-05-27,27.0
1243,2013-05-28,45.0
1244,2013-05-29,25.0
1245,2013-05-30,27.0
1246,2013-05-31,32.0
1247,2013-06-01,56.0
1248,2013-06-02,29.0
1249,2013-06-03,36.0
1250,2013-06-04,37.0
1251,2013-06-05,37.0
1252,2013-06-06,37.0
1253,2013-06-07,41.0
1254,2013-06-08,28.0
1255,2013-06-09,38.0
1256,2013-06-10,24.0
1257,2013-06-11,21.0
1258,2013-06-12,35.0
1259,2013-06-13,23.0
1260,2013-06-14,38.0
1261,2013-06-15,53.0
1262,2013-06-16,38.0
1263,2013-06-17,26.0
1264,2013-06-18,29.0
1265,2013-06-19,29.0
1266,2013-06-20,32.0
1267,2013-06-21,24.0
1268,2013-06-22,29.0
1269,2013-06-23,35.0
1270,2013-06-24,33.0
1271,2013-06-25,34.0
1272,2013-06-26,36.0
1273,2013-06-27,27.0
1274,2013-06-28,19.0
1275,2013-06-29,32.0
1276,2013-06-30,30.0
1277,2013-07-01,60.0
1278,2013-07-02,30.0
1279,2013-07-03,22.0
1280,2013-07-04,25.0
1281,2013-07-05,34.0
1282,2013-07-06,26.0
1283,2013-07-07,38.0
1284,2013-07-08,26.0
1285,2013-07-09,36.0
1286,2013-07-10,44.0
1287,2013-07-11,33.0
1288,2013-07-12,38.0
1289,2013-07-13,32.0
1290,2013-07-14,37.0
1291,2013-07-15,47.0
1292,2013-07-16,31.0
1293,2013-07-17,24.0
1294,2013-07-18,27.0
1295,2013-07-19,24.0
1296,2013-07-20,34.0
1297,2013-07-21,34.0
1298,2013-07-22,28.0
1299,2013-07-23,19.0
1300,2013-07-24,25.0
1301,2013-07-25,27.0
1302,2013-07-26,41.0
1303,2013-07-27,44.0
1304,2013-07-28,47.0
1305,2013-07-29,32.0
1306,2013-07-30,33.0
1307,2013-07-31,26.0
1308,2013-08-01,42.0
1309,2013-08-02,25.0
1310,2013-08-03,34.0
1311,2013-08-04,26.0
1312,2013-08-05,35.0
1313,2013-08-06,24.0
1314,2013-08-07,23.0
1315,2013-08-08,26.0
1316,2013-08-09,34.0
1317,2013-08-10,33.0
1318,2013-08-11,22.0
1319,2013-08-12,41.0
1320,2013-08-13,29.0
1321,2013-08-14,29.0
1322,2013-08-15,38.0
1323,2013-08-16,31.0
1324,2013-08-17,28.0
1325,2013-08-18,37.0
1326,2013-08-19,14.0
1327,2013-08-20,36.0
1328,2013-08-21,25.0
1329,2013-08-22,33.0
1330,2013-08-23,25.0
1331,2013-08-24,37.0
1332,2013-08-25,35.0
1333,2013-08-26,27.0
1334,2013-08-27,29.0
1335,2013-08-28,34.0
1336,2013-08-29,27.0
1337,2013-08-30,32.0
1338,2013-08-31,43.0
1339,2013-09-01,58.0
1340,2013-09-02,44.0
1341,2013-09-03,26.0
1342,2013-09-04,30.0
1343,2013-09-05,28.0
1344,2013-09-06,39.0
1345,2013-09-07,38.0
1346,2013-09-08,37.0
1347,2013-09-09,32.0
1348,2013-09-10,21.0
1349,2013-09-11,24.0
1350,2013-09-12,25.0
1351,2013-09-13,29.0
1352,2013-09-14,20.0
1353,2013-09-15,34.0
1354,2013-09-16,27.0
1355,2013-09-17,19.0
1356,2013-09-18,32.0
1357,2013-09-19,22.0
1358,2013-09-20,34.0
1359,2013-09-21,31.0
1360,2013-09-22,29.0
1361,2013-09-23,36.0
1362,2013-09-24,23.0
1363,2013-09-25,30.0
1364,2013-09-26,25.0
1365,2013-09-27,26.0
1366,2013-09-28,30.0
1367,2013-09-29,25.0
1368,2013-09-30,37.0
1369,2013-10-01,38.0
1370,2013-10-02,51.0
1371,2013-10-03,30.0
1372,2013-10-04,29.0
1373,2013-10-05,28.0
1374,2013-10-06,35.0
1375,2013-10-07,31.0
1376,2013-10-08,26.0
1377,2013-10-09,37.0
1378,2013-10-10,35.0
1379,2013-10-11,15.0
1380,2013-10-12,23.0
1381,2013-10-13,33.0
1382,2013-10-14,27.0
1383,2013-10-15,26.0
1384,2013-10-16,24.0
1385,2013-10-17,26.0
1386,2013-10-18,13.0
1387,2013-10-19,19.0
1388,2013-10-20,28.0
1389,2013-10-21,25.0
1390,2013-10-22,20.0
1391,2013-10-23,25.0
1392,2013-10-24,14.0
1393,2013-10-25,23.0
1394,2013-10-26,27.0
1395,2013-10-27,20.0
1396,2013-10-28,22.0
1397,2013-10-29,17.0
1398,2013-10-30,17.0
1399,2013-10-31,18.0
1400,2013-11-01,33.0
1401,2013-11-02,15.0
1402,2013-11-03,28.0
1403,2013-11-04,17.0
1404,2013-11-05,28.0
1405,2013-11-06,15.0
1406,2013-11-07,15.0
1407,2013-11-08,23.0
1408,2013-11-09,14.0
1409,2013-11-10,28.0
1410,2013-11-11,22.0
1411,2013-11-12,25.0
1412,2013-11-13,22.0
1413,2013-11-14,18.0
1414,2013-11-15,22.0
1415,2013-11-16,21.0
1416,2013-11-17,27.0
1417,2013-11-18,19.0
1418,2013-11-19,23.0
1419,2013-11-20,12.0
1420,2013-11-21,21.0
1421,2013-11-22,23.0
1422,2013-11-23,15.0
1423,2013-11-24,12.0
1424,2013-11-25,12.0
1425,2013-11-26,19.0
1426,2013-11-27,20.0
1427,2013-11-28,22.0
1428,2013-11-29,22.0
1429,2013-11-30,24.0
1430,2013-12-01,30.0
1431,2013-12-02,22.0
1432,2013-12-03,16.0
1433,2013-12-04,14.0
1434,2013-12-05,19.0
1435,2013-12-06,7.0
1436,2013-12-07,14.0
1437,2013-12-08,26.0
1438,2013-12-09,16.0
1439,2013-12-10,12.0
1440,2013-12-11,26.0
1441,2013-12-12,14.0
1442,2013-12-13,15.0
1443,2013-12-14,20.0
1444,2013-12-15,18.0
1445,2013-12-16,23.0
1446,2013-12-17,5.0
1447,2013-12-18,15.0
1448,2013-12-19,10.0
1449,2013-12-20,15.0
1450,2013-12-21,14.0
1451,2013-12-22,17.0
1452,2013-12-23,8.0
1453,2013-12-24,10.0
1454,2013-12-25,15.0
1455,2013-12-26,7.0
1456,2013-12-27,8.0
1457,2013-12-28,9.0
1458,2013-12-29,14.0
1459,2013-12-30,9.0
1460,2013-12-31,9.0
1461,2014-01-01,128.0
1462,2014-01-02,37.0
1463,2014-01-03,39.0
1464,2014-01-04,38.0
1465,2014-01-05,27.0
1466,2014-01-06,29.0
1467,2014-01-07,38.0
1468,2014-01-08,32.0
1469,2014-01-09,49.0
1470,2014-01-10,32.0
1471,2014-01-11,27.0
1472,2014-01-12,31.0
1473,2014-01-13,33.0
1474,2014-01-14,42.0
1475,2014-01-15,34.0
1476,2014-01-16,32.0
1477,2014-01-17,21.0
1478,2014-01-18,22.0
1479,2014-01-19,29.0
1480,2014-01-20,41.0
1481,2014-01-21,20.0
1482,2014-01-22,26.0
1483,2014-01-23,27.0
1484,2014-01-24,35.0
1485,2014-01-25,27.0
1486,2014-01-26,37.0
1487,2014-01-27,33.0
1488,2014-01-28,42.0
1489,2014-01-29,40.0
1490,2014-01-30,48.0
1491,2014-01-31,35.0
1492,2014-02-01,56.0
1493,2014-02-02,43.0
1494,2014-02-03,47.0
1495,2014-02-04,47.0
1496,2014-02-05,53.0
1497,2014-02-06,42.0
1498,2014-02-07,28.0
1499,2014-02-08,32.0
1500,2014-02-09,45.0
1501,2014-02-10,58.0
1502,2014-02-11,50.0
1503,2014-02-12,28.0
1504,2014-02-13,36.0
1505,2014-02-14,29.0
1506,2014-02-15,37.0
1507,2014-02-16,37.0
1508,2014-02-17,40.0
1509,2014-02-18,53.0
1510,2014-02-19,49.0
1511,2014-02-20,26.0
1512,2014-02-21,42.0
1513,2014-02-22,40.0
1514,2014-02-23,45.0
1515,2014-02-24,50.0
1516,2014-02-25,42.0
1517,2014-02-26,35.0
1518,2014-02-27,40.0
1519,2014-02-28,32.0
1520,2014-03-01,61.0
1521,2014-03-02,45.0
1522,2014-03-03,59.0
1523,2014-03-04,45.0
1524,2014-03-05,60.0
1525,2014-03-06,34.0
1526,2014-03-07,47.0
1527,2014-03-08,35.0
1528,2014-03-09,40.0
1529,2014-03-10,57.0
1530,2014-03-11,40.0
1531,2014-03-12,51.0
1532,2014-03-13,54.0
1533,2014-03-14,35.0
1534,2014-03-15,57.0
1535,2014-03-16,46.0
1536,2014-03-17,63.0
1537,2014-03-18,45.0
1538,2014-03-19,45.0
1539,2014-03-20,58.0
1540,2014-03-21,49.0
1541,2014-03-22,39.0
1542,2014-03-23,44.0
1543,2014-03-24,44.0
1544,2014-03-25,31.0
1545,2014-03-26,42.0
1546,2014-03-27,40.0
1547,2014-03-28,39.0
1548,2014-03-29,38.0
1549,2014-03-30,48.0
1550,2014-03-31,56.0
1551,2014-04-01,64.0
1552,2014-04-02,56.0
1553,2014-04-03,62.0
1554,2014-04-04,37.0
1555,2014-04-05,47.0
1556,2014-04-06,50.0
1557,2014-04-07,46.0
1558,2014-04-08,45.0
1559,2014-04-09,44.0
1560,2014-04-10,39.0
1561,2014-04-11,39.0
1562,2014-04-12,43.0
1563,2014-04-13,32.0
1564,2014-04-14,39.0
1565,2014-04-15,41.0
1566,2014-04-16,27.0
1567,2014-04-17,24.0
1568,2014-04-18,24.0
1569,2014-04-19,25.0
1570,2014-04-20,32.0
1571,2014-04-21,47.0
1572,2014-04-22,39.0
1573,2014-04-23,40.0
1574,2014-04-24,35.0
1575,2014-04-25,50.0
1576,2014-04-26,36.0
1577,2014-04-27,43.0
1578,2014-04-28,43.0
1579,2014-04-29,37.0
1580,2014-04-30,38.0
1581,2014-05-01,50.0
1582,2014-05-02,36.0
1583,2014-05-03,31.0
1584,2014-05-04,58.0
1585,2014-05-05,69.0
1586,2014-05-06,46.0
1587,2014-05-07,49.0
1588,2014-05-08,41.0
1589,2014-05-09,41.0
1590,2014-05-10,39.0
1591,2014-05-11,52.0
1592,2014-05-12,39.0
1593,2014-05-13,37.0
1594,2014-05-14,41.0
1595,2014-05-15,49.0
1596,2014-05-16,33.0
1597,2014-05-17,38.0
1598,2014-05-18,46.0
1599,2014-05-19,47.0
1600,2014-05-20,49.0
1601,2014-05-21,48.0
1602,2014-05-22,29.0
1603,2014-05-23,41.0
1604,2014-05-24,34.0
1605,2014-05-25,26.0
1606,2014-05-26,33.0
1607,2014-05-27,29.0
1608,2014-05-28,39.0
1609,2014-05-29,37.0
1610,2014-05-30,46.0
1611,2014-05-31,30.0
1612,2014-06-01,75.0
1613,2014-06-02,40.0
1614,2014-06-03,44.0
1615,2014-06-04,49.0
1616,2014-06-05,44.0
1617,2014-06-06,33.0
1618,2014-06-07,40.0
1619,2014-06-08,19.0
1620,2014-06-09,47.0
1621,2014-06-10,47.0
1622,2014-06-11,21.0
1623,2014-06-12,40.0
1624,2014-06-13,41.0
1625,2014-06-14,30.0
1626,2014-06-15,30.0
1627,2014-06-16,35.0
1628,2014-06-17,30.0
1629,2014-06-18,29.0
1630,2014-06-19,30.0
1631,2014-06-20,29.0
1632,2014-06-21,33.0
1633,2014-06-22,31.0
1634,2014-06-23,19.0
1635,2014-06-24,16.0
1636,2014-06-25,15.0
1637,2014-06-26,28.0
1638,2014-06-27,20.0
1639,2014-06-28,26.0
1640,2014-06-29,24.0
1641,2014-06-30,23.0
1642,2014-07-01,84.0
1643,2014-07-02,21.0
1644,2014-07-03,29.0
1645,2014-07-04,18.0
1646,2014-07-05,33.0
1647,2014-07-06,36.0
1648,2014-07-07,35.0
1649,2014-07-08,22.0
1650,2014-07-09,21.0
1651,2014-07-10,25.0
1652,2014-07-11,29.0
1653,2014-07-12,26.0
1654,2014-07-13,22.0
1655,2014-07-14,28.0
1656,2014-07-15,33.0
1657,2014-07-16,38.0
1658,2014-07-17,26.0
1659,2014-07-18,14.0
1660,2014-07-19,24.0
1661,2014-07-20,28.0
1662,2014-07-21,35.0
1663,2014-07-22,19.0
1664,2014-07-23,32.0
1665,2014-07-24,19.0
1666,2014-07-25,26.0
1667,2014-07-26,23.0
1668,2014-07-27,17.0
1669,2014-07-28,37.0
1670,2014-07-29,21.0
1671,2014-07-30,29.0
1672,2014-07-31,30.0
1673,2014-08-01,64.0
1674,2014-08-02,25.0
1675,2014-08-03,21.0
1676,2014-08-04,35.0
1677,2014-08-05,30.0
1678,2014-08-06,28.0
1679,2014-08-07,16.0
1680,2014-08-08,38.0
1681,2014-08-09,28.0
1682,2014-08-10,18.0
1683,2014-08-11,37.0
1684,2014-08-12,21.0
1685,2014-08-13,33.0
1686,2014-08-14,47.0
1687,2014-08-15,41.0
1688,2014-08-16,32.0
1689,2014-08-17,42.0
1690,2014-08-18,39.0
1691,2014-08-19,36.0
1692,2014-08-20,28.0
1693,2014-08-21,26.0
1694,2014-08-22,24.0
1695,2014-08-23,28.0
1696,2014-08-24,39.0
1697,2014-08-25,42.0
1698,2014-08-26,20.0
1699,2014-08-27,30.0
1700,2014-08-28,31.0
1701,2014-08-29,26.0
1702,2014-08-30,33.0
1703,2014-08-31,28.0
1704,2014-09-01,86.0
1705,2014-09-02,40.0
1706,2014-09-03,31.0
1707,2014-09-04,35.0
1708,2014-09-05,38.0
1709,2014-09-06,44.0
1710,2014-09-07,47.0
1711,2014-09-08,33.0
1712,2014-09-09,40.0
1713,2014-09-10,33.0
1714,2014-09-11,33.0
1715,2014-09-12,36.0
1716,2014-09-13,36.0
